ID,Имя,link,МКБ-10
626_2,Тазовое предлежание плода,https://cr.minzdrav.gov.ru/view-cr/626_2,O83.1 Другое акушерское пособие при родоразрешении в тазовом предлежании
626_2,Тазовое предлежание плода,https://cr.minzdrav.gov.ru/view-cr/626_2,O83.2 Роды с другими акушерскими манипуляциями [ручными приемами]
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O87.1 Глубокий флеботромбоз в послеродовом периоде
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O87.2 Геморрой в послеродовом периоде
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O87.3 Тромбоз церебральных вен в послеродовом периоде
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O87.8 Другие венозные осложнения в послеродовом периоде
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O87.9 Венозные осложнения в послеродовом периоде неуточненные
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O88.2 Акушерская эмболия сгустками крови
723_2,Венозные осложнения во время беременности и послеродовом периоде. Акушерская тромбоэмболия,https://cr.minzdrav.gov.ru/view-cr/723_2,O88.8 Другая акушерская эмболия
858_1,Воспалительные заболевания молочных желез,https://cr.minzdrav.gov.ru/view-cr/858_1,"O91 Инфекции молочной железы, связанные с деторождением"
858_1,Воспалительные заболевания молочных желез,https://cr.minzdrav.gov.ru/view-cr/858_1,"O91.0 Инфекции соска, связанные с деторождением"
858_1,Воспалительные заболевания молочных желез,https://cr.minzdrav.gov.ru/view-cr/858_1,"O91.1 Абсцесс молочной железы, связанный с деторождением"
858_1,Воспалительные заболевания молочных желез,https://cr.minzdrav.gov.ru/view-cr/858_1,"O91.2 Негнойный мастит, связанный с деторождением"
858_1,Воспалительные заболевания молочных желез,https://cr.minzdrav.gov.ru/view-cr/858_1,"O92.1 Трещина соска, связанная с деторождением"
717_2,ВИЧ-инфекция у беременных,https://cr.minzdrav.gov.ru/view-cr/717_2,"O98.7 Болезнь, вызванная вирусом иммунодефицита человека [ВИЧ], осложняющая беременность, деторождение и послеродовой период"
669_2,Железодефицитная анемия,https://cr.minzdrav.gov.ru/view-cr/669_2,"O99.0 Анемия, осложняющая беременность, деторождение и послеродовой период"
722_2,"Недостаточный рост плода, требующий предоставления медицинской помощи матери (задержка роста плода)",https://cr.minzdrav.gov.ru/view-cr/722_2,P05 Замедленный рост и недостаточность питания плода
722_2,"Недостаточный рост плода, требующий предоставления медицинской помощи матери (задержка роста плода)",https://cr.minzdrav.gov.ru/view-cr/722_2,"P07 Расстройства, связанные с укорочением срока беременности и малой массой тела при рождении, не классифицированные в других рубриках"
858_1,Воспалительные заболевания молочных желез,https://cr.minzdrav.gov.ru/view-cr/858_1,P39.0 Неонатальный инфекционный мастит
596_3,Резус-изоиммунизация. Гемолитическая болезнь плода,https://cr.minzdrav.gov.ru/view-cr/596_3,P55.0 Резус-изоиммунизация плода и новорожденного
596_3,Резус-изоиммунизация. Гемолитическая болезнь плода,https://cr.minzdrav.gov.ru/view-cr/596_3,P55.8 Другие формы гемолитической болезни плода и новорожденного
596_3,Резус-изоиммунизация. Гемолитическая болезнь плода,https://cr.minzdrav.gov.ru/view-cr/596_3,P55.9 Гемолитическая болезнь плода и новорожденного неуточненная
596_3,Резус-изоиммунизация. Гемолитическая болезнь плода,https://cr.minzdrav.gov.ru/view-cr/596_3,"P56.0 Водянка плода, обусловленная изоиммунизацией"
596_3,Резус-изоиммунизация. Гемолитическая болезнь плода,https://cr.minzdrav.gov.ru/view-cr/596_3,"P56.9 Водянка плода, обусловленная другой и неуточненной гемолитической болезнью"
717_2,ВИЧ-инфекция у беременных,https://cr.minzdrav.gov.ru/view-cr/717_2,R75 Лабораторное обнаружение вируса иммунодефицита человека [ВИЧ]
717_2,ВИЧ-инфекция у беременных,https://cr.minzdrav.gov.ru/view-cr/717_2,Z11.4 Специальное скрининговое обследование с целью выявления инфицирования вирусом иммунодефицита человека [ВИЧ]
717_2,ВИЧ-инфекция у беременных,https://cr.minzdrav.gov.ru/view-cr/717_2,Z20.6 Контакт с больным и возможность заражения вирусом иммунодефицита человека [ВИЧ]
717_2,ВИЧ-инфекция у беременных,https://cr.minzdrav.gov.ru/view-cr/717_2,"Z21 Бессимптомный инфекционный статус, вызванный вирусом иммунодефицита человека [ВИЧ]"
717_2,ВИЧ-инфекция у беременных,https://cr.minzdrav.gov.ru/view-cr/717_2,"Z83.0 В семейном анамнезе болзнь, вызванная вирусом иммунодефицита человека [ВИЧ]"
